3.000,6.000,5.600,4.600,928.000
3.000,8.000,3.600,4.600,934.000
3.000,8.000,4.200,4.000,925.000
3.000,8.000,4.800,3.400,923.000
3.000,8.000,5.200,3.000,917.000
3.000,8.000,5.600,2.600,918.000
3.600,5.200,5.600,4.800,937.000
3.600,5.600,5.200,4.800,940.000
3.600,5.600,5.600,4.400,931.000
3.600,6.000,4.800,4.800,950.000
3.600,6.000,5.200,4.400,934.000
3.600,6.000,5.600,4.000,929.000
3.600,8.000,3.000,4.600,947.000
3.600,8.000,3.600,4.000,934.000
3.600,8.000,4.200,3.400,924.000
3.600,8.000,4.800,2.800,921.000
3.600,8.000,5.200,2.400,914.000
3.600,8.000,5.600,2.000,915.000
4.200,4.800,5.600,4.600,941.000
4.200,5.200,5.200,4.600,938.000
4.200,5.200,5.600,4.200,942.000
4.200,5.600,4.800,4.600,946.000
4.200,5.600,5.200,4.200,945.000
4.200,5.600,5.600,3.800,936.000
4.200,6.000,4.200,4.800,959.000
4.200,6.000,4.800,4.200,942.000
4.200,6.000,5.200,3.800,940.000
4.200,6.000,5.600,3.400,939.000
4.200,8.000,3.000,4.000,940.000
4.200,8.000,3.600,3.400,929.000
4.200,8.000,4.200,2.800,922.000
4.200,8.000,4.800,2.200,916.000
4.200,8.000,5.200,1.800,916.000
4.200,8.000,5.600,1.400,910.000
4.800,4.200,5.600,4.600,946.000
4.800,4.800,5.200,4.400,940.000
4.800,4.800,5.600,4.000,934.000
4.800,5.200,4.800,4.400,942.000
4.800,5.200,5.200,4.000,937.000
4.800,5.200,5.600,3.600,942.000
4.800,5.600,4.200,4.600,957.000
4.800,5.600,4.800,4.000,944.000
4.800,5.600,5.200,3.600,944.000
4.800,5.600,5.600,3.200,929.000
4.800,6.000,3.600,4.800,978.000
4.800,6.000,4.200,4.200,952.000
4.800,6.000,4.800,3.600,940.000
4.800,6.000,5.200,3.200,932.000
4.800,6.000,5.600,2.800,934.000
4.800,8.000,3.000,3.400,1001.000
4.800,8.000,3.600,2.800,971.000
4.800,8.000,4.200,2.200,945.000
4.800,8.000,4.800,1.600,928.000
4.800,8.000,5.200,1.200,925.000
4.800,8.000,5.600,0.800,914.000
5.200,3.600,5.600,4.800,950.000
5.200,4.200,5.200,4.600,946.000
5.200,4.200,5.600,4.200,951.000
5.200,4.800,4.800,4.400,945.000
5.200,4.800,5.200,4.000,940.000
5.200,4.800,5.600,3.600,945.000
5.200,5.200,4.200,4.600,954.000
5.200,5.200,4.800,4.000,942.000
5.200,5.200,5.200,3.600,942.000
5.200,5.200,5.600,3.200,928.000
5.200,5.600,3.600,4.800,971.000
5.200,5.600,4.200,4.200,947.000
5.200,5.600,4.800,3.600,942.000
5.200,5.600,5.200,3.200,929.000
5.200,5.600,5.600,2.800,931.000
5.200,6.000,3.600,4.400,960.000
5.200,6.000,4.200,3.800,955.000
5.200,6.000,4.800,3.200,937.000
5.200,6.000,5.200,2.800,934.000
5.200,6.000,5.600,2.400,921.000
5.200,8.000,3.000,3.000,933.000
5.200,8.000,3.600,2.400,922.000
5.200,8.000,4.200,1.800,917.000
5.200,8.000,4.800,1.200,911.000
5.200,8.000,5.200,0.800,907.000
5.200,8.000,5.600,0.400,906.000
5.600,3.600,5.200,4.800,959.000
5.600,3.600,5.600,4.400,945.000
5.600,4.200,4.800,4.600,945.000
5.600,4.200,5.200,4.200,944.000
5.600,4.200,5.600,3.800,935.000
5.600,4.800,4.200,4.600,955.000
5.600,4.800,4.800,4.000,943.000
5.600,4.800,5.200,3.600,943.000
5.600,4.800,5.600,3.200,928.000
5.600,5.200,3.600,4.800,976.000
5.600,5.200,4.200,4.200,950.000
5.600,5.200,4.800,3.600,945.000
5.600,5.200,5.200,3.200,931.000
5.600,5.200,5.600,2.800,933.000
5.600,5.600,3.600,4.400,961.000
5.600,5.600,4.200,3.800,956.000
5.600,5.600,4.800,3.200,937.000
5.600,5.600,5.200,2.800,934.000
5.600,5.600,5.600,2.400,922.000
5.600,6.000,3.000,4.600,975.000
5.600,6.000,3.600,4.000,956.000
5.600,6.000,4.200,3.400,944.000
5.600,6.000,4.800,2.800,935.000
5.600,6.000,5.200,2.400,924.000
5.600,6.000,5.600,2.000,925.000
5.600,8.000,3.000,2.600,971.000
5.600,8.000,3.600,2.000,947.000
5.600,8.000,4.200,1.400,928.000
5.600,8.000,4.800,0.800,916.000
5.600,8.000,5.200,0.400,914.000
6.000,3.000,5.600,4.600,949.000
6.000,3.600,4.800,4.800,976.000
6.000,3.600,5.200,4.400,951.000
6.000,3.600,5.600,4.000,943.000
6.000,4.200,4.200,4.800,979.000
6.000,4.200,4.800,4.200,957.000
6.000,4.200,5.200,3.800,954.000
6.000,4.200,5.600,3.400,953.000
6.000,4.800,3.600,4.800,994.000
6.000,4.800,4.200,4.200,962.000
6.000,4.800,4.800,3.600,948.000
6.000,4.800,5.200,3.200,939.000
6.000,4.800,5.600,2.800,941.000
6.000,5.200,3.600,4.400,967.000
6.000,5.200,4.200,3.800,962.000
6.000,5.200,4.800,3.200,941.000
6.000,5.200,5.200,2.800,938.000
6.000,5.200,5.600,2.400,924.000
6.000,5.600,3.000,4.600,979.000
6.000,5.600,3.600,4.000,959.000
6.000,5.600,4.200,3.400,947.000
6.000,5.600,4.800,2.800,938.000
6.000,5.600,5.200,2.400,925.000
6.000,5.600,5.600,2.000,926.000
6.000,6.000,3.000,4.200,992.000
6.000,6.000,3.600,3.600,971.000
6.000,6.000,4.200,3.000,946.000
6.000,6.000,4.800,2.400,931.000
6.000,6.000,5.200,2.000,928.000
6.000,6.000,5.600,1.600,917.000
6.000,8.000,3.000,2.200,925.000
6.000,8.000,3.600,1.600,916.000
6.000,8.000,4.200,1.000,909.000
6.000,8.000,4.800,0.400,907.000
8.000,3.000,3.600,4.600,989.000
8.000,3.000,4.200,4.000,965.000
8.000,3.000,4.800,3.400,963.000
8.000,3.000,5.200,3.000,945.000
8.000,3.000,5.600,2.600,948.000
8.000,3.600,3.000,4.600,996.000
